retry,phy,mcs,bandwidth,short_gi,data_rate,data_size,rssi,frequency,timestamp,throughput,rate_gap
False,7,15,0,True,144.444,608,-39,2412,0.0,144.444,0
False,7,15,0,True,144.444,544,-36,2412,0.005170999999999981,144.444,0
False,7,15,0,True,144.444,12128,-36,2412,0.005184999999999995,144.444,0
False,7,15,0,True,144.444,12128,-34,2412,0.005201000000000011,144.444,0
False,7,15,0,True,144.444,12128,-37,2412,0.00521499999999997,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.00523499999999999,144.444,0
False,7,15,0,True,144.444,12128,-36,2412,0.005249000000000004,144.444,0
False,7,15,0,True,144.444,12128,-37,2412,0.00526099999999996,144.444,0
False,7,15,0,True,144.444,12128,-36,2412,0.005274000000000001,144.444,0
False,7,15,0,True,144.444,12128,-36,2412,0.007286999999999988,144.444,0
False,7,15,0,True,144.444,12128,-36,2412,0.007307000000000008,144.444,0
False,7,15,0,True,144.444,12128,-39,2412,0.007321999999999995,144.444,0
False,7,15,0,True,144.444,12128,-35,2412,0.011409999999999976,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.011421999999999988,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.011438999999999977,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.011454999999999993,144.444,0
False,7,15,0,True,144.444,12128,-39,2412,0.013812999999999964,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.013924999999999965,144.444,0
False,7,15,0,True,144.444,12128,-39,2412,0.013938000000000006,144.444,0
False,7,15,0,True,144.444,544,-39,2412,0.01560499999999998,144.444,0
False,7,15,0,True,144.444,12128,-37,2412,0.019250999999999963,144.444,0
False,7,15,0,True,144.444,12128,-36,2412,0.019264000000000003,144.444,0
False,7,15,0,True,144.444,12128,-36,2412,0.01927599999999996,144.444,0
False,7,15,0,True,144.444,12128,-36,2412,0.019289,144.444,0
False,7,15,0,True,144.444,12128,-36,2412,0.019300999999999957,144.444,0
False,7,15,0,True,144.444,12128,-36,2412,0.019318000000000002,144.444,0
False,7,15,0,True,144.444,12128,-36,2412,0.01932999999999996,144.444,0
False,7,15,0,True,144.444,12128,-44,2412,0.01934199999999997,144.444,0
False,7,15,0,True,144.444,12128,-44,2412,0.019353999999999982,144.444,0
False,7,15,0,True,144.444,12128,-39,2412,0.019364999999999966,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.020420999999999967,144.444,0
False,7,15,0,True,144.444,12128,-40,2412,0.020432000000000006,144.444,0
False,7,15,0,True,144.444,12128,-37,2412,0.02044199999999996,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.02309,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.023110999999999993,144.444,0
False,7,15,0,True,144.444,12128,-39,2412,0.023121999999999976,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.023167999999999966,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.023177999999999976,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.02318899999999996,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.0232,144.444,0
False,7,15,0,True,144.444,12128,-36,2412,0.02321099999999998,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.023221999999999965,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.023233000000000004,144.444,0
False,7,15,0,True,144.444,12128,-36,2412,0.023240999999999956,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.023250999999999966,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.023260999999999976,144.444,0
False,7,15,0,True,144.444,12128,-37,2412,0.02327199999999996,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.023282999999999998,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.023293000000000008,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.02330199999999999,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.023318000000000005,144.444,0
False,7,15,0,True,144.444,12128,-35,2412,0.025101999999999958,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.02511399999999997,144.444,0
False,7,15,0,True,144.444,12128,-39,2412,0.02512500000000001,144.444,0
False,7,15,0,True,144.444,12128,-36,2412,0.025283999999999973,144.444,0
False,7,15,0,True,144.444,12128,-36,2412,0.025293999999999983,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.025303999999999993,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.025312999999999974,144.444,0
False,7,15,0,True,144.444,12128,-44,2412,0.02532200000000001,144.444,0
False,7,15,0,True,144.444,12128,-39,2412,0.025330999999999992,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.025473999999999997,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.025482999999999978,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.025497999999999965,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.025507999999999975,144.444,0
False,7,15,0,True,144.444,12128,-37,2412,0.025516999999999956,144.444,0
False,7,15,0,True,144.444,12128,-40,2412,0.025526999999999966,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.025536000000000003,144.444,0
False,7,15,0,True,144.444,12128,-39,2412,0.02824399999999999,144.444,0
False,7,15,0,True,144.444,12128,-35,2412,0.028260000000000007,144.444,0
False,7,15,0,True,144.444,12128,-39,2412,0.02827099999999999,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.02942,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.02943299999999993,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.029442999999999997,144.444,0
False,7,15,0,True,144.444,12128,-39,2412,0.029452000000000034,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.029461999999999988,144.444,0
False,7,15,0,True,144.444,12128,-36,2412,0.029474,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.029486000000000012,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.029496999999999995,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.029509000000000007,144.444,0
False,7,15,0,True,144.444,12128,-35,2412,0.029544000000000015,144.444,0
False,7,15,0,True,144.444,12128,0,2412,0.02955399999999997,144.444,0
False,7,15,0,True,144.444,12128,-39,2412,0.029564999999999952,144.444,0
False,7,15,0,True,144.444,12128,-36,2412,0.029676999999999953,144.444,0
False,7,15,0,True,144.444,12128,-36,2412,0.02968700000000002,144.444,0
