time_bin,mean_throughput,mean_data_rate,most_common_rssi,retry_percentage,mean_rate_gap,useful_airtime,revised_throughput
0,85.86241761016312,142.35959256756755,-36,38.59797297297297,0.07010135135135136,0.5070046880852415,36.08849041283082
2,87.30570940033842,140.32318284783787,-36,40.03980459562149,0.14619142391894338,0.49566155780006005,34.77640370291099
4,91.4278743054646,143.28804870624046,-39,21.26549249836921,0.038486627527723416,0.39397634016028926,28.226050508996945
6,59.0497335468591,92.66318009734992,-39,57.8691184424013,2.2915089237425637,0.39134573120627353,18.131669985548008
8,83.21269147909975,131.58037128463477,-36,35.46599496221663,0.22594458438287154,0.7499011701368076,49.3361371966916
10,89.13279109530116,140.81299387602687,-36,60.34353995519044,0.1135175504107543,0.11598687445902275,8.166229521448933
12,80.28287433744313,130.011968721997,-39,55.68593983358225,0.3953488372093023,0.46894341480463764,30.484128288983506
14,67.70358505930656,113.23697214326322,-36,37.86242183058556,1.2049459920409324,0.3851583543445543,21.8070829208297
16,70.40663428022316,115.23146691981238,-39,28.635246817064996,1.094929640384186,0.48083460938147304,27.70363869242106
18,63.07307165802346,102.76199999999999,-39,42.857142857142854,2.142857142857143,0.0010115372505372022,0.05197379546985198
20,61.65468929475761,101.21965317919076,-39,41.81624581685428,2.0973532096136296,0.8303150427350428,42.02210032755299
22,56.487401739439775,92.69137074294025,-39,44.164343715913226,2.1123500181796144,1.1813311863247864,54.749603480914104
24,25.495434629231827,42.56585677749361,-40,33.47826086956522,4.069053708439898,1.1919250598290598,25.36765569309463
26,23.86353205695423,39.0,-39,17.740945365254756,4.990791896869245,1.0129353846153846,19.75224
28,25.657057899025926,41.15823839955543,-39,22.78410669630453,4.814948596832453,1.0820771282051282,22.268194204686488
