Type,IntervalStart_s,IntervalEnd_s,Throughput_Mbps
INTERVAL,0.0,2.0,93.04
INTERVAL,2.0,4.0,111.53
INTERVAL,4.0,6.0,102.74
INTERVAL,6.0,8.0,110.77
INTERVAL,8.0,10.0,92.75
INTERVAL,10.0,12.0,76.91
INTERVAL,12.0,14.0,93.08
INTERVAL,14.0,16.0,103.07
INTERVAL,16.0,18.0,109.47
INTERVAL,18.0,20.0,115.67
INTERVAL,20.0,22.0,116.51
INTERVAL,22.0,24.0,118.84
INTERVAL,24.0,26.0,113.39
INTERVAL,26.0,28.0,108.84
INTERVAL,28.0,30.0,98.12
AGGREGATED,0.0,30.0,104.32
