Type,IntervalStart_s,IntervalEnd_s,Throughput_Mbps
INTERVAL,0.0,2.0,99.95
INTERVAL,2.0,4.0,141.42
INTERVAL,4.0,6.0,147.74
INTERVAL,6.0,8.0,149.35
INTERVAL,8.0,10.0,148.79
INTERVAL,10.0,12.0,148.90
INTERVAL,12.0,14.0,149.38
INTERVAL,14.0,16.0,149.51
INTERVAL,16.0,18.0,149.10
INTERVAL,18.0,20.0,148.76
INTERVAL,20.0,22.0,149.60
INTERVAL,22.0,24.0,149.43
INTERVAL,24.0,26.0,148.77
INTERVAL,26.0,28.0,149.11
INTERVAL,28.0,30.0,148.84
AGGREGATED,0.0,30.0,145.24
