Type,IntervalStart_s,IntervalEnd_s,Throughput_Mbps
INTERVAL,0.0,2.0,64.81
INTERVAL,2.0,4.0,123.34
INTERVAL,4.0,6.0,134.62
INTERVAL,6.0,8.0,133.60
INTERVAL,8.0,10.0,144.74
INTERVAL,10.0,12.0,131.13
INTERVAL,12.0,14.0,146.86
INTERVAL,14.0,16.0,142.96
INTERVAL,16.0,18.0,144.79
INTERVAL,18.0,20.0,144.86
INTERVAL,20.0,22.0,136.41
INTERVAL,22.0,24.0,118.12
INTERVAL,24.0,26.0,112.93
INTERVAL,26.0,28.0,109.34
INTERVAL,28.0,30.0,126.26
AGGREGATED,0.0,30.0,127.65
